order_id,date,region,category,sales_rep,channel,units,unit_price,revenue,cost,profit,customer_satisfaction
ORD-10672,2024-12-03,West,Furniture,Sarah Chen,Partner,18,499.04,8982.72,5936.3,3046.42,4.5
ORD-10037,2024-01-28,South,Software,Robert Johnson,Partner,16,260.31,4164.96,1801.98,2362.98,4.9
ORD-10853,2025-03-15,South,Furniture,Robert Johnson,Direct,25,243.49,6087.25,4030.25,2057.0,4.4
ORD-11052,2025-06-23,East,Furniture,Emily Zhang,Online,10,390.35,3903.5,2895.69,1007.81,3.9
ORD-11301,2025-10-14,Midwest,Electronics,Chris Brown,Partner,11,438.78,4826.58,2956.83,1869.75,4.0
ORD-10100,2024-02-01,Midwest,Software,Tom Anderson,,20,309.52,6190.4,2580.05,3610.35,3.7
ORD-10565,2024-10-24,East,Furniture,Emily Zhang,Direct,7,394.74,2763.18,1785.04,978.14,4.0
ORD-10503,2024-09-17,West,Software,Sarah Chen,Direct,6,445.67,2674.02,1091.43,1582.59,4.5
ORD-10952,2025-04-27,East,Furniture,Emily Zhang,Direct,8,399.9,3199.2,2270.67,928.53,3.1
ORD-10607,2024-11-18,West,Office Supplies,Lisa Patel,,1,162.87,162.87,97.14,65.73,3.9
ORD-11316,2025-11-09,West,Electronics,Sarah Chen,Online,1,470.44,470.44,286.93,183.51,4.1
ORD-11159,2025-09-07,East,Office Supplies,James Wilson,Online,13,199.79,2597.27,1399.72,1197.55,4.6
ORD-10649,2024-12-01,South,Software,Robert Johnson,Partner,11,547.19,6019.09,2297.61,3721.48,5.0
ORD-11227,2025-09-24,East,Software,David Kim,Partner,16,627.02,10032.32,4295.89,5736.43,4.0
ORD-10777,2025-02-15,West,Software,Sarah Chen,Partner,7,409.59,2867.13,1112.8,1754.33,5.0
ORD-10487,2024-08-17,Midwest,Software,Tom Anderson,Partner,9,235.18,2116.62,792.69,1323.93,4.5
ORD-10584,2024-10-10,South,Software,Maria Garcia,Direct,18,372.61,6706.98,2595.61,4111.37,4.6
ORD-10640,2024-11-08,South,Office Supplies,Amy Liu,Partner,16,189.72,3035.52,1713.56,1321.96,4.9
ORD-11036,2025-07-07,West,Office Supplies,Sarah Chen,Partner,5,240.1,1200.5,677.91,522.59,4.4
ORD-10392,2024-07-18,East,Office Supplies,James Wilson,Partner,12,247.65,2971.8,1606.37,1365.43,3.4
ORD-11180,2025-08-20,South,Furniture,Robert Johnson,Partner,8,169.95,1359.6,1000.17,359.43,3.7
ORD-10422,2024-07-21,Midwest,Office Supplies,Rachel Lee,Online,19,223.05,4237.95,2557.74,1680.21,4.0
ORD-10247,2024-05-18,South,Electronics,Maria Garcia,Partner,7,351.79,2462.53,1387.92,1074.61,4.0
ORD-10688,2024-12-14,East,Software,James Wilson,Partner,15,735.87,11038.05,4121.42,6916.63,3.1
ORD-10727,2024-12-31,East,Office Supplies,David Kim,Partner,2,257.9,515.8,261.63,254.17,3.5
ORD-10943,2025-05-09,West,Software,Sarah Chen,Partner,17,552.22,9387.74,3695.77,5691.97,4.0
ORD-10061,2024-02-15,West,Software,Mike Torres,Online,2,371.67,743.34,292.59,450.75,4.8
ORD-10916,2025-04-06,South,Furniture,Robert Johnson,Direct,21,268.87,5646.27,4056.69,1589.58,4.9
ORD-11046,2025-07-12,East,Electronics,David Kim,Direct,1,415.95,415.95,249.5,166.45,2.9
ORD-11237,2025-09-16,South,Furniture,Robert Johnson,Direct,2,287.26,574.52,406.44,168.08,4.3
ORD-10258,2024-05-05,Midwest,Electronics,Tom Anderson,Online,13,238.24,3097.12,1934.78,1162.34,4.8
ORD-10077,2024-02-20,South,Electronics,Robert Johnson,Partner,1,265.02,265.02,154.16,110.86,4.1
ORD-10738,2025-01-10,South,Electronics,Robert Johnson,Direct,21,315.39,6623.19,3750.77,2872.42,3.9
ORD-10748,2025-01-18,South,Software,Maria Garcia,Partner,18,298.56,5374.08,2353.08,3021.0,3.8
ORD-10140,2024-03-04,South,Office Supplies,Robert Johnson,Online,15,133.84,2007.6,1154.89,852.71,3.6
ORD-10330,2024-07-10,West,Office Supplies,Sarah Chen,Direct,11,157.41,1731.51,914.1,817.41,4.2
ORD-10900,2025-03-27,East,Furniture,David Kim,Online,4,238.37,953.48,657.67,295.81,4.3
ORD-11359,2025-11-09,Midwest,Electronics,Rachel Lee,Direct,2,482.67,965.34,597.93,367.41,3.6
ORD-10432,2024-09-03,West,Electronics,Sarah Chen,Direct,23,476.14,10951.22,6123.42,4827.8,4.5
ORD-11045,2025-07-13,East,Electronics,David Kim,Direct,23,461.51,10614.73,7138.1,3476.63,4.3
ORD-11248,2025-09-12,Midwest,Office Supplies,Chris Brown,Online,8,227.52,1820.16,975.68,844.48,4.0
ORD-10411,2024-07-24,South,Furniture,Amy Liu,Partner,21,197.27,4142.67,3039.83,1102.84,4.5
ORD-11370,2025-11-07,Midwest,Software,Tom Anderson,Online,1,400.51,400.51,172.89,227.62,4.1
ORD-10286,2024-06-08,West,Software,Mike Torres,Online,1,519.81,519.81,203.26,316.55,4.2
ORD-11024,2025-05-21,Midwest,Office Supplies,Rachel Lee,,19,187.88,3569.72,1957.53,1612.19,3.9
ORD-10815,2025-02-11,Midwest,Furniture,Tom Anderson,Direct,20,184.67,3693.4,2665.56,1027.84,3.7
ORD-10831,2025-02-24,West,Software,Lisa Patel,Partner,14,587.97,8231.58,3574.67,4656.91,4.4
ORD-10635,2024-11-09,South,Electronics,Maria Garcia,Partner,10,426.66,4266.6,2746.61,1519.99,3.2
ORD-10170,2024-04-18,West,Office Supplies,Lisa Patel,Partner,17,130.08,2211.36,1176.54,1034.82,4.3
ORD-11371,2025-11-17,Midwest,Software,Rachel Lee,Partner,16,401.52,6424.32,2569.92,3854.4,4.7
ORD-11144,2025-07-22,Midwest,Software,Tom Anderson,Direct,3,312.43,937.29,395.82,541.47,4.2
ORD-11171,2025-08-31,South,Electronics,Amy Liu,Direct,2,268.1,536.2,364.29,171.91,3.4
ORD-11389,2025-12-11,East,Furniture,Emily Zhang,Direct,7,378.71,2650.97,1694.22,956.75,4.6
ORD-10821,2025-03-04,West,Electronics,Mike Torres,Direct,25,375.95,9398.75,5489.7,3909.05,5.0
ORD-10372,2024-07-05,Midwest,Software,Chris Brown,Direct,19,385.78,7329.82,3129.36,4200.46,2.8
ORD-11313,2025-11-14,West,Electronics,Sarah Chen,Online,18,589.99,10619.82,7130.3,3489.52,3.6
ORD-10848,2025-02-24,South,Electronics,Robert Johnson,Direct,21,315.46,6624.66,4068.76,2555.9,3.5
ORD-10984,2025-05-14,Midwest,Software,Chris Brown,Direct,16,356.29,5700.64,2399.68,3300.96,3.6
ORD-10875,2025-03-04,Midwest,Software,Rachel Lee,Partner,6,274.03,1644.18,704.95,939.23,3.0
ORD-11386,2025-12-04,East,Office Supplies,James Wilson,Direct,24,250.1,6002.4,3180.82,2821.58,4.3
ORD-11346,2025-11-19,South,Office Supplies,Maria Garcia,Partner,13,246.71,3207.23,1602.5,1604.73,4.2
ORD-11006,2025-06-06,East,Software,David Kim,Direct,8,583.19,4665.52,1838.68,2826.84,3.9
ORD-10018,2024-01-08,East,Furniture,David Kim,Direct,3,280.8,842.4,609.04,233.36,3.6
ORD-11342,2025-11-20,East,Software,James Wilson,Partner,4,852.58,3410.32,1395.04,2015.28,4.3
ORD-10146,2024-03-01,South,Software,Amy Liu,Partner,13,253.68,3297.84,1382.71,1915.13,2.8
ORD-10200,2024-04-19,South,Software,Robert Johnson,Direct,12,371.67,4460.04,1737.24,2722.8,4.1
ORD-10524,2024-09-11,South,Furniture,Robert Johnson,,12,269.72,3236.64,2159.3,1077.34,3.6
ORD-10408,2024-08-07,South,Furniture,Amy Liu,Direct,10,154.76,1547.6,957.58,590.02,3.9
ORD-11130,2025-07-16,Midwest,Electronics,Rachel Lee,Direct,6,345.74,2074.44,1248.24,826.2,3.8
ORD-11075,2025-06-29,Midwest,Electronics,Chris Brown,Partner,8,299.1,2392.8,1589.73,803.07,4.7
ORD-10642,2024-11-29,South,Office Supplies,Amy Liu,Online,14,136.37,1909.18,1018.47,890.71,4.2
ORD-10447,2024-08-27,East,Furniture,James Wilson,Direct,25,259.69,6492.25,4185.95,2306.3,4.3
ORD-10464,2024-08-21,South,Furniture,Amy Liu,Online,5,259.98,1299.9,917.63,382.27,4.8
ORD-10315,2024-06-02,Midwest,Office Supplies,Tom Anderson,Partner,21,236.15,4959.15,2617.18,2341.97,4.8
ORD-10356,2024-07-09,South,Furniture,Amy Liu,Online,11,221.54,2436.94,1568.83,868.11,4.6
ORD-11285,2025-10-24,East,Furniture,James Wilson,Direct,24,303.67,7288.08,4516.69,2771.39,4.7
ORD-10303,2024-06-12,South,Electronics,Maria Garcia,Partner,6,356.36,2138.16,1280.85,857.31,3.5
ORD-11125,2025-07-29,South,Furniture,Maria Garcia,Direct,8,194.34,1554.72,1153.6,401.12,3.6
ORD-11224,2025-09-11,East,Furniture,James Wilson,Direct,2,409.82,819.64,565.74,253.9,4.1
ORD-11418,2025-12-12,Midwest,Furniture,Rachel Lee,Partner,20,332.76,6655.2,4820.21,1834.99,4.3
ORD-10850,2025-03-01,South,Office Supplies,Maria Garcia,Online,3,113.68,341.04,176.63,164.41,4.7
ORD-10233,2024-05-16,East,Office Supplies,Emily Zhang,Online,10,251.22,2512.2,1494.44,1017.76,4.8
ORD-10097,2024-02-13,Midwest,Furniture,Rachel Lee,Partner,13,253.31,3293.03,2261.7,1031.33,3.6
ORD-10130,2024-03-17,East,Furniture,Emily Zhang,Direct,13,238.45,3099.85,2305.28,794.57,4.7
ORD-10557,2024-10-16,West,Software,Mike Torres,Partner,1,673.16,673.16,268.83,404.33,4.1
ORD-10693,2024-12-26,South,Office Supplies,Amy Liu,Partner,8,230.97,1847.76,1034.3,813.46,4.3
ORD-11265,2025-10-13,West,Office Supplies,Sarah Chen,Partner,4,221.68,886.72,505.19,381.53,3.9
ORD-11211,2025-10-04,West,Furniture,Lisa Patel,Direct,23,466.25,10723.75,6941.67,3782.08,4.2
ORD-10065,2024-01-29,East,Electronics,Emily Zhang,Partner,19,354.59,6737.21,3829.49,2907.72,3.0
ORD-10595,2024-10-09,Midwest,Furniture,Tom Anderson,Online,10,335.14,3351.4,2118.52,1232.88,3.7
ORD-10711,2025-01-14,West,Electronics,Lisa Patel,Direct,8,448.13,3585.04,2058.48,1526.56,4.2
ORD-11021,2025-06-10,Midwest,Electronics,Rachel Lee,Partner,14,370.09,5181.26,3362.11,1819.15,4.4
ORD-11146,2025-08-19,West,Electronics,Sarah Chen,Partner,19,307.75,5847.25,3978.03,1869.22,4.8
ORD-10761,2025-01-19,Midwest,Furniture,Rachel Lee,Online,6,255.81,1534.86,1087.59,447.27,4.1
ORD-10563,2024-10-14,East,Office Supplies,James Wilson,Direct,1,241.07,241.07,128.4,112.67,3.7
ORD-11209,2025-09-23,West,Furniture,Lisa Patel,Direct,12,447.15,5365.8,3358.85,2006.95,4.3
ORD-10350,2024-06-28,South,Electronics,Maria Garcia,Online,19,404.6,7687.4,4994.56,2692.84,3.6
ORD-10764,2025-01-14,Midwest,Software,Chris Brown,Partner,8,218.45,1747.6,736.05,1011.55,3.9
ORD-10191,2024-04-13,South,Office Supplies,Amy Liu,Online,6,167.08,1002.48,534.99,467.49,5.0
ORD-10844,2025-03-23,East,Software,Emily Zhang,Direct,6,587.31,3523.86,1500.48,2023.38,4.7
ORD-10346,2024-06-24,East,Software,David Kim,Partner,1,376.58,376.58,161.57,215.01,4.4
ORD-11254,2025-09-11,Midwest,Furniture,Rachel Lee,Direct,17,287.01,4879.17,3022.98,1856.19,5.0
ORD-11057,2025-07-12,East,Software,David Kim,Direct,13,527.9,6862.7,2765.07,4097.63,4.4
ORD-10121,2024-03-06,East,Electronics,Emily Zhang,Partner,14,290.74,4070.36,2337.97,1732.39,2.5
ORD-10744,2025-01-12,South,Furniture,Amy Liu,Partner,5,224.9,1124.5,752.45,372.05,4.4
ORD-10559,2024-10-12,West,Software,Lisa Patel,Partner,21,564.97,11864.37,4630.29,7234.08,4.0
ORD-10270,2024-04-26,Midwest,Software,Chris Brown,Direct,3,359.78,1079.34,389.35,689.99,4.6
ORD-11310,2025-10-24,Midwest,Software,Chris Brown,Partner,21,405.65,8518.65,3351.63,5167.02,3.2
ORD-10962,2025-04-23,South,Electronics,Maria Garcia,Direct,10,346.47,3464.7,2084.35,1380.35,4.3
ORD-10888,2025-04-13,West,Furniture,Mike Torres,Partner,12,427.96,5135.52,3688.81,1446.71,4.2
ORD-10416,2024-07-27,South,Software,Robert Johnson,Partner,2,359.04,718.08,315.65,402.43,4.2
ORD-11423,2025-12-16,Midwest,Software,Tom Anderson,Online,9,555.51,4999.59,2111.15,2888.44,3.9
ORD-10193,2024-03-25,South,Furniture,Maria Garcia,Partner,22,266.48,5862.56,3615.63,2246.93,5.0
ORD-11405,2025-12-10,South,Furniture,Amy Liu,Partner,14,383.99,5375.86,3680.53,1695.33,3.6
ORD-11347,2025-11-23,South,Office Supplies,Amy Liu,Direct,2,181.33,362.66,184.45,178.21,4.3
ORD-10493,2024-10-05,West,Office Supplies,Mike Torres,Direct,18,161.94,2914.92,1678.09,1236.83,3.4
ORD-10586,2024-10-26,South,Software,Maria Garcia,Partner,18,328.03,5904.54,2487.33,3417.21,4.8
ORD-11062,2025-07-01,South,Electronics,Amy Liu,Online,17,424.4,7214.8,4917.63,2297.17,3.8
ORD-10657,2024-11-11,Midwest,Furniture,Tom Anderson,Direct,10,347.09,3470.9,2284.09,1186.81,3.8
ORD-10407,2024-08-05,South,Office Supplies,Maria Garcia,Direct,12,134.09,1609.08,875.45,733.63,4.8
ORD-10166,2024-03-29,West,Electronics,Mike Torres,Direct,19,438.17,8325.23,5591.86,2733.37,5.0
ORD-10244,2024-04-25,East,Software,James Wilson,Partner,17,394.22,6701.74,2700.35,4001.39,4.0
ORD-10035,2024-01-26,South,Furniture,Amy Liu,Partner,1,224.55,224.55,154.36,70.19,4.4
ORD-11234,2025-09-23,South,Furniture,Maria Garcia,Direct,19,313.82,5962.58,4438.35,1524.23,3.9
ORD-11335,2025-11-04,East,Furniture,Emily Zhang,Partner,9,433.62,3902.58,2723.3,1179.28,4.2
ORD-10882,2025-04-14,West,Office Supplies,Sarah Chen,Direct,25,232.26,5806.5,3143.58,2662.92,4.4
ORD-11201,2025-09-14,West,Electronics,Lisa Patel,Online,12,377.62,4531.44,2705.23,1826.21,5.0
ORD-10937,2025-05-06,West,Electronics,Sarah Chen,Online,2,589.24,1178.48,733.53,444.95,4.1
ORD-10395,2024-07-18,East,Software,Emily Zhang,Direct,6,585.18,3511.08,1491.07,2020.01,4.5
ORD-10689,2024-12-22,South,Electronics,Robert Johnson,Direct,2,345.84,691.68,420.16,271.52,3.8
ORD-10594,2024-10-11,Midwest,Furniture,Tom Anderson,Partner,24,371.35,8912.4,6631.37,2281.03,4.3
ORD-10149,2024-03-11,Midwest,Electronics,Rachel Lee,Online,7,306.69,2146.83,1228.23,918.6,3.7
ORD-10384,2024-08-09,West,Software,Sarah Chen,Online,1,441.16,441.16,192.4,248.76,3.4
ORD-10433,2024-08-28,West,Electronics,Mike Torres,Partner,20,423.52,8470.4,5166.39,3304.01,4.7
ORD-10823,2025-03-19,West,Electronics,Mike Torres,Online,23,426.06,9799.38,6584.2,3215.18,4.4
ORD-11151,2025-08-27,West,Furniture,Lisa Patel,Partner,20,340.86,6817.2,5034.58,1782.62,3.5
ORD-10274,2024-06-01,West,Electronics,Mike Torres,Partner,8,587.02,4696.16,2751.98,1944.18,3.9
ORD-10592,2024-10-31,Midwest,Office Supplies,Rachel Lee,Online,14,198.53,2779.42,1641.14,1138.28,4.0
ORD-10530,2024-09-25,Midwest,Electronics,Chris Brown,Direct,23,342.52,7877.96,4638.42,3239.54,3.7
ORD-11288,2025-10-17,East,Software,David Kim,Online,21,500.6,10512.6,4535.54,5977.06,3.4
ORD-10891,2025-04-10,West,Software,Lisa Patel,Online,8,738.79,5910.32,2271.43,3638.89,3.5
ORD-10474,2024-08-29,Midwest,Office Supplies,Chris Brown,Direct,4,188.33,753.32,409.82,343.5,3.5
ORD-10337,2024-06-28,West,Software,Lisa Patel,Partner,6,687.64,4125.84,1800.34,2325.5,4.1
ORD-10309,2024-05-31,South,Furniture,Amy Liu,Direct,17,235.14,3997.38,2770.64,1226.74,3.5
ORD-10190,2024-04-20,South,Office Supplies,Maria Garcia,Partner,10,133.91,1339.1,674.65,664.45,4.3
ORD-10257,2024-04-27,South,Software,Amy Liu,Partner,14,372.06,5208.84,1894.72,3314.12,3.6
ORD-10232,2024-04-26,East,Electronics,James Wilson,Partner,6,358.77,2152.62,1450.75,701.87,4.4
ORD-10256,2024-05-08,South,Software,Maria Garcia,Online,10,327.0,3270.0,1322.84,1947.16,3.7
ORD-10108,2024-02-29,West,Office Supplies,Lisa Patel,Online,1,167.3,167.3,90.36,76.94,4.0
ORD-11099,2025-08-06,West,Office Supplies,Mike Torres,Direct,10,178.4,1784.0,1061.36,722.64,4.4
ORD-10920,2025-04-19,South,Software,Maria Garcia,Partner,18,523.87,9429.66,4057.23,5372.43,4.1
ORD-10700,2024-12-14,South,Software,Maria Garcia,Partner,16,371.82,5949.12,2398.99,3550.13,4.3
ORD-10098,2024-02-25,Midwest,Software,Chris Brown,Direct,22,320.55,7052.1,2799.39,4252.71,4.2
ORD-10085,2024-01-31,South,Software,Robert Johnson,Online,3,320.14,960.42,398.49,561.93,4.7
ORD-10861,2025-02-24,Midwest,Electronics,Tom Anderson,Online,4,182.06,728.24,465.58,262.66,3.5
ORD-10147,2024-03-09,Midwest,Electronics,Rachel Lee,Online,11,211.32,2324.52,1386.91,937.61,3.5
ORD-11222,2025-09-09,East,Furniture,Emily Zhang,Online,12,251.35,3016.2,2111.98,904.22,4.4
ORD-10528,2024-10-03,Midwest,Electronics,Tom Anderson,Online,25,300.4,7510.0,4619.62,2890.38,3.7
ORD-10225,2024-05-13,West,Furniture,Mike Torres,Partner,13,289.13,3758.69,2388.85,1369.84,4.6
ORD-10129,2024-03-05,East,Furniture,James Wilson,Partner,12,228.76,2745.12,1846.03,899.09,4.1
ORD-10201,2024-03-27,Midwest,Electronics,Rachel Lee,Online,23,300.93,6921.39,4313.32,2608.07,4.2
ORD-10585,2024-10-21,South,Software,Robert Johnson,Online,18,512.77,9229.86,3562.47,5667.39,3.4
ORD-10505,2024-09-10,East,Electronics,James Wilson,Partner,19,308.79,5867.01,3731.79,2135.22,4.9
ORD-11049,2025-07-01,East,Office Supplies,Emily Zhang,Direct,7,194.49,1361.43,785.98,575.45,4.1
ORD-10099,2024-02-17,Midwest,Software,Rachel Lee,Partner,15,303.33,4549.95,1712.08,2837.87,2.8
ORD-11267,2025-10-07,West,Office Supplies,Lisa Patel,Online,4,160.21,640.84,370.08,270.76,3.6
ORD-11105,2025-07-25,West,Software,Mike Torres,Partner,23,450.87,10370.01,4095.01,6275.0,3.4
ORD-10709,2024-12-02,Midwest,Software,Tom Anderson,Online,2,389.94,779.88,325.74,454.14,3.8
ORD-10860,2025-03-02,Midwest,Electronics,Tom Anderson,Direct,24,384.11,9218.64,5440.43,3778.21,3.6
ORD-10730,2025-01-22,East,Office Supplies,James Wilson,Direct,11,201.18,2212.98,1149.57,1063.41,3.5
ORD-11259,2025-10-07,West,Electronics,Lisa Patel,Partner,22,554.66,12202.52,6873.51,5329.01,5.0
ORD-10481,2024-08-22,Midwest,Furniture,Tom Anderson,Online,22,180.41,3969.02,2432.22,1536.8,4.1
ORD-10671,2024-12-04,West,Furniture,Lisa Patel,Direct,20,540.64,10812.8,7211.82,3600.98,4.4
ORD-10319,2024-06-15,Midwest,Furniture,Tom Anderson,Direct,25,328.93,8223.25,6060.15,2163.1,5.0
ORD-10001,2024-01-01,West,Electronics,Lisa Patel,Online,8,297.71,2381.68,1546.48,835.2,3.5
ORD-10653,2024-11-26,Midwest,Electronics,Chris Brown,Direct,1,310.31,310.31,174.85,135.46,4.8
ORD-10618,2024-11-19,West,Software,Mike Torres,,6,560.97,3365.82,1220.37,2145.45,3.5
ORD-11012,2025-06-01,South,Office Supplies,Robert Johnson,Partner,12,168.82,2025.84,1071.38,954.46,4.2
ORD-10807,2025-02-01,South,Software,Amy Liu,Online,7,362.52,2537.64,1080.81,1456.83,4.5
ORD-10550,2024-10-29,West,Office Supplies,Lisa Patel,Direct,7,158.43,1109.01,561.53,547.48,4.2
ORD-10771,2025-02-01,West,Electronics,Sarah Chen,Direct,5,386.51,1932.55,1277.64,654.91,4.3
ORD-10476,2024-08-12,Midwest,Office Supplies,Chris Brown,Online,17,202.07,3435.19,1868.78,1566.41,3.8
ORD-10488,2024-09-29,West,Electronics,Lisa Patel,Direct,10,472.53,4725.3,2783.6,1941.7,3.0
ORD-11348,2025-11-11,South,Office Supplies,Maria Garcia,Direct,3,210.57,631.71,361.58,270.13,3.2
ORD-11349,2025-11-06,South,Furniture,Amy Liu,Partner,13,274.37,3566.81,2476.7,1090.11,3.9
ORD-10714,2025-01-03,West,Office Supplies,Mike Torres,Direct,25,124.64,3116.0,1601.87,1514.13,3.6
ORD-10912,2025-03-25,South,Office Supplies,Amy Liu,Online,6,114.32,685.92,343.94,341.98,3.8
ORD-10856,2025-03-12,South,Software,Robert Johnson,Online,19,279.1,5302.9,1941.51,3361.39,4.1
ORD-10358,2024-07-01,South,Furniture,Robert Johnson,Online,9,276.22,2485.98,1551.99,933.99,4.4
ORD-10016,2024-01-28,East,Office Supplies,David Kim,Online,21,187.86,3945.06,2039.12,1905.94,2.5
ORD-10755,2024-12-31,Midwest,Office Supplies,Chris Brown,Partner,7,269.34,1885.38,979.33,906.05,
ORD-10715,2025-01-23,West,Office Supplies,Mike Torres,Direct,23,157.99,3633.77,1864.67,1769.1,4.1
ORD-10174,2024-04-07,West,Furniture,Sarah Chen,Direct,20,242.74,4854.8,3136.2,1718.6,4.5
ORD-11306,2025-10-10,Midwest,Furniture,Tom Anderson,Online,20,375.7,7514.0,4940.89,2573.11,4.9
ORD-10613,2024-11-20,West,Furniture,Sarah Chen,Online,25,305.0,7625.0,5634.05,1990.95,4.6
ORD-11396,2025-12-18,South,Electronics,Maria Garcia,Direct,15,573.61,8604.15,5288.1,3316.05,3.9
ORD-10553,2024-10-07,West,Furniture,Sarah Chen,Partner,12,414.73,4976.76,3265.89,1710.87,2.5
ORD-10048,2024-01-24,Midwest,Software,Chris Brown,Direct,12,260.79,3129.48,1364.17,1765.31,4.0
ORD-10418,2024-07-20,Midwest,Electronics,Rachel Lee,Direct,16,206.62,3305.92,1950.73,1355.19,4.0
ORD-10148,2024-03-01,Midwest,Electronics,Tom Anderson,Partner,2,293.77,587.54,347.67,239.87,5.0
ORD-10036,2024-01-24,South,Software,Amy Liu,Direct,9,265.93,2393.37,901.94,1491.43,4.0
ORD-11081,2025-06-23,Midwest,Office Supplies,Tom Anderson,Direct,12,276.63,3319.56,1830.75,1488.81,4.7
ORD-10953,2025-04-26,East,Furniture,James Wilson,Direct,6,391.62,2349.72,1729.04,620.68,5.0
ORD-10340,2024-06-29,East,Office Supplies,David Kim,Partner,25,285.29,7132.25,4064.78,3067.47,4.8
ORD-11421,2025-12-09,Midwest,Software,Chris Brown,Partner,24,595.0,14280.0,6096.82,8183.18,3.8
ORD-11223,2025-09-17,East,Furniture,James Wilson,Online,6,349.99,2099.94,1436.4,663.54,3.5
ORD-10960,2025-04-29,South,Electronics,Amy Liu,Online,21,448.97,9428.37,5943.77,3484.6,3.4
ORD-10637,2024-11-28,South,Electronics,Robert Johnson,Partner,3,350.28,1050.84,603.9,446.94,3.9
ORD-11173,2025-08-20,South,Electronics,Amy Liu,Direct,23,322.39,7414.97,5056.13,2358.84,3.6
ORD-10932,2025-04-06,Midwest,Furniture,Chris Brown,Partner,21,212.9,4470.9,3307.0,1163.9,4.0
ORD-10641,2024-11-23,South,Office Supplies,Maria Garcia,Partner,10,241.42,2414.2,1195.45,1218.75,4.9
ORD-10414,2024-08-04,South,Software,Amy Liu,Partner,10,263.42,2634.2,1057.32,1576.88,4.5
ORD-10314,2024-05-23,Midwest,Electronics,Rachel Lee,Partner,12,301.42,3617.04,2357.74,1259.3,3.1
ORD-10209,2024-04-08,Midwest,Furniture,Tom Anderson,Online,20,204.41,4088.2,2980.96,1107.24,3.3
ORD-11127,2025-08-04,South,Software,Amy Liu,Online,20,432.02,8640.4,3351.36,5289.04,5.0
ORD-10031,2024-01-03,South,Office Supplies,Amy Liu,Direct,13,98.42,1279.46,758.63,520.83,4.1
ORD-10781,2025-02-08,East,Office Supplies,Emily Zhang,Direct,17,169.02,2873.34,1457.97,1415.37,4.4
ORD-10113,2024-03-15,West,Furniture,Lisa Patel,Direct,6,237.08,1422.48,988.47,434.01,3.4
ORD-11120,2025-08-03,East,Software,James Wilson,Direct,8,562.26,4498.08,1715.62,2782.46,4.2
ORD-11139,2025-08-08,Midwest,Furniture,Chris Brown,Partner,1,228.55,228.55,144.72,83.83,4.2
ORD-11408,2025-12-05,South,Software,Robert Johnson,Online,13,601.56,7820.28,3116.01,4704.27,4.4
ORD-10886,2025-04-06,West,Furniture,Mike Torres,Partner,23,358.37,8242.51,5385.56,2856.95,3.4
ORD-10972,2025-05-08,South,Software,Robert Johnson,Online,19,302.26,5742.94,2428.28,3314.66,4.5
ORD-10179,2024-04-02,East,Office Supplies,James Wilson,Direct,18,278.11,5005.98,2813.24,2192.74,3.2
ORD-10177,2024-04-05,East,Electronics,James Wilson,Direct,11,478.23,5260.53,3482.78,1777.75,3.5
ORD-10430,2024-09-03,West,Electronics,Lisa Patel,Direct,13,525.19,6827.47,4026.28,2801.19,4.8
ORD-10162,2024-03-17,Midwest,Software,Tom Anderson,Online,20,299.55,5991.0,2229.06,3761.94,2.9
ORD-10425,2024-07-28,Midwest,Furniture,Rachel Lee,Online,1,178.49,178.49,114.08,64.41,4.0
ORD-11123,2025-07-14,South,Office Supplies,Maria Garcia,Direct,18,140.14,2522.52,1390.59,1131.93,4.3
ORD-10381,2024-07-17,West,Office Supplies,Lisa Patel,Partner,21,194.52,4084.92,2172.9,1912.02,4.5
ORD-10868,2025-02-25,Midwest,Furniture,Rachel Lee,Online,16,240.7,3851.2,2736.46,1114.74,4.5
ORD-10987,2025-05-29,West,Office Supplies,Lisa Patel,Partner,15,209.74,3146.1,1580.93,1565.17,3.7
ORD-10779,2025-02-12,East,Electronics,James Wilson,Partner,7,446.21,3123.47,1809.43,1314.04,4.1
ORD-10611,2024-11-11,West,Furniture,Mike Torres,Direct,19,306.76,5828.44,4336.32,1492.12,4.6
ORD-10063,2024-02-15,East,Electronics,David Kim,Partner,18,367.66,6617.88,4429.54,2188.34,3.6
ORD-11132,2025-07-29,Midwest,Electronics,Chris Brown,Partner,8,277.3,2218.4,1397.68,820.72,3.8
ORD-10482,2024-09-08,Midwest,Furniture,Tom Anderson,Online,17,202.53,3443.01,2475.58,967.43,3.9
ORD-10712,2025-01-13,West,Electronics,Lisa Patel,Direct,19,295.23,5609.37,3698.63,1910.74,4.3
ORD-11114,2025-08-06,East,Furniture,David Kim,Partner,13,370.48,4816.24,3116.1,1700.14,5.0
ORD-10160,2024-03-11,Midwest,Software,Tom Anderson,Direct,12,364.5,4374.0,1601.49,2772.51,4.3
ORD-11257,2025-09-23,Midwest,Software,Rachel Lee,Online,22,277.84,6112.48,2488.4,3624.08,3.8
ORD-10132,2024-03-03,East,Furniture,James Wilson,Partner,7,289.78,2028.46,1465.71,562.75,4.3
ORD-10010,2024-01-03,West,Software,Sarah Chen,Partner,23,415.52,9556.96,3941.63,5615.33,3.7
ORD-10913,2025-04-03,South,Furniture,Robert Johnson,Online,4,196.53,786.12,506.72,279.4,3.7
